5.841933600299753504e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.975749457345970850e-01,8.893348176375563963e-01,5.707958472742160616e-01,9.348972538778441699e-01,7.265112918063343361e-01,3.816128782357686156e-01,9.666661497982016460e-01,5.616397017037932926e-01,2.343712835813995810e-01,1.000000000000000222e+00,4.241681043421863251e-01,9.386974028762862243e-02,6.921268358184293756e-01,5.040083719858039490e-01,6.333944577209149607e-01,7.075602196120105436e-01,3.112077821301328928e-01,3.703401349504914508e-01,7.090356090743277218e-01,1.873031325337872754e-01,1.584193596343929089e-01,7.037674851008806076e-01,7.471583995054786875e-02,0.000000000000000000e+00,5.298791245235647818e-01,4.932489143017895206e-01,6.597774995432739154e-01,4.795962316123076885e-01,2.689219741904214089e-01,4.203987006771762180e-01,4.417971007382039961e-01,1.255691452264597885e-01,2.134898714518820295e-01,4.068605725714566912e-01,0.000000000000000000e+00,6.287627429602804519e-02,3.927310859121020403e-01,5.312031367391103487e-01,6.354669161524586496e-01,3.111018949092236863e-01,3.232210224199238979e-01,3.743934818207148574e-01,2.608078931831914193e-01,1.870801167496369821e-01,1.728992339898348662e-01,2.216048858418850909e-01,6.407904608879777530e-02,3.850002408650887720e-02,2.729574650425272697e-01,6.100555133480962677e-01,5.747964334686503918e-01,1.480610605261458712e-01,4.758253049193332807e-01,3.044833141919508490e-01,6.760963532306862867e-02,3.825208063239009526e-01,1.535565612937519475e-01,0.000000000000000000e+00,2.879439147691047474e-01,6.257016239928803181e-02,0.000000000000000000e+00
5.839999051132336305e-01,9.999999999999998890e-01,1.000000000000000000e+00,7.975128038992878032e-01,8.897632493224115757e-01,5.703259478175587427e-01,9.380861525323371808e-01,7.265158036583790890e-01,3.843199363582650019e-01,9.679485062543866647e-01,5.615129802875508114e-01,2.417865758479995630e-01,1.000000000000000000e+00,4.249307150160842594e-01,1.051202931551157294e-01,6.898458601694659187e-01,5.056497320788134742e-01,6.289452476819652471e-01,7.068738485095567015e-01,3.137843604642290840e-01,3.668429483990452988e-01,7.086750691068690600e-01,1.894497293564982865e-01,1.566592079122265391e-01,7.041256207757364827e-01,7.615434413446253714e-02,0.000000000000000000e+00,5.269857497752252762e-01,4.946686963038796625e-01,6.587855454490170182e-01,4.785667540028026856e-01,2.703405410065223835e-01,4.203367253448748730e-01,4.414320738665566957e-01,1.262003450740737387e-01,2.140728554223019220e-01,4.075323812717708272e-01,0.000000000000000000e+00,6.381471370372104879e-02,3.894048227594280043e-01,5.324333950528933324e-01,6.389311790932753476e-01,3.097357543102545741e-01,3.240090257122668627e-01,3.796640142956485553e-01,2.609869805123978814e-01,1.873539591330993792e-01,1.780385823816384994e-01,2.237364827057239935e-01,6.392511653365129387e-02,4.349869584820131863e-02,2.689177001494464925e-01,6.110012675264507864e-01,5.830566039424236457e-01,1.445318477662769219e-01,4.760441419283149012e-01,3.151248447356234106e-01,6.577304108829529206e-02,3.826110879897640649e-01,1.648589574905058308e-01,0.000000000000000000e+00,2.883219484187266035e-01,7.424979506320605882e-02,0.000000000000000000e+00
5.813132752378040724e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.987252971863847417e-01,8.923088544635580099e-01,5.703222220274204446e-01,9.395416745987048568e-01,7.279315694068140274e-01,3.856561994915257419e-01,9.646661775016560636e-01,5.617071863415192823e-01,2.449705487064737230e-01,1.000000000000000222e+00,4.252354054790572491e-01,1.097911715496612262e-01,6.908091890633640819e-01,5.067903874796229058e-01,6.264691361677336978e-01,7.063600228069886189e-01,3.150147741543436464e-01,3.646395916192056719e-01,7.070783916832319438e-01,1.907592505078333778e-01,1.562131825025190324e-01,7.013631299912133077e-01,7.737954636217547755e-02,0.000000000000000000e+00,5.267892406377290282e-01,4.959180742783790841e-01,6.574732102107962994e-01,4.765702930819191163e-01,2.715237681995641417e-01,4.150478875655144728e-01,4.393863736398933018e-01,1.272322688878043673e-01,2.076326452151880941e-01,4.056104539331688574e-01,0.000000000000000000e+00,5.726749703929701063e-02,3.883278921687074448e-01,5.342905015632681831e-01,6.391195975907937310e-01,3.064944227965498147e-01,3.260894214682990011e-01,3.735065195597262466e-01,2.576940382373564820e-01,1.896898291271917891e-01,1.701623435132079143e-01,2.203889537561980472e-01,6.571223128789738244e-02,3.582282842032191716e-02,2.671223093497234746e-01,6.133596202677524811e-01,5.853741207666570689e-01,1.439415033831841217e-01,4.772254754323126402e-01,3.118376753900775622e-01,6.572900460357256058e-02,3.833800882917179909e-01,1.578027650685699390e-01,0.000000000000000000e+00,2.880227641345769474e-01,6.460996946882502368e-02,0.000000000000000000e+00
5.892117377553927060e-01,9.999999999999998890e-01,1.000000000000000000e+00,8.045641194713601951e-01,8.928768409712489751e-01,5.749546871959974048e-01,9.432138034536279303e-01,7.300080707910358013e-01,3.902803885801051642e-01,9.695944241353544601e-01,5.628375016889642923e-01,2.490057496857137620e-01,9.999999999999997780e-01,4.245707183004020502e-01,1.134887132536692711e-01,6.890757832016756179e-01,5.065591872677187579e-01,6.236188097765009708e-01,7.029260525649470015e-01,3.134998604824769108e-01,3.611621956371375841e-01,7.024820864151195554e-01,1.888213073024869182e-01,1.540624779061957605e-01,6.950475541427894033e-01,7.548622762736856284e-02,0.000000000000000000e+00,5.267143440693884404e-01,4.966579470371809135e-01,6.520867653386499541e-01,4.770279196418962808e-01,2.707719848813737729e-01,4.103153283429454845e-01,4.408146122231000330e-01,1.263352655259188939e-01,2.068380953157694657e-01,4.069605229538793001e-01,0.000000000000000000e+00,6.039463760213770183e-02,3.897333922216301705e-01,5.355117394030098898e-01,6.318217070818126224e-01,3.057417702107698698e-01,3.277121145213669484e-01,3.692889640166492349e-01,2.581698872067941242e-01,1.900143762583108575e-01,1.709126132345089033e-01,2.218605061582736848e-01,6.616407571323479342e-02,4.067695720053399189e-02,2.704551010143945167e-01,6.148849407529389799e-01,5.762606679283545086e-01,1.455469411838159477e-01,4.780403560259404161e-01,3.078187527955843494e-01,6.652649593207660139e-02,3.836220405589604310e-01,1.584968268732016572e-01,0.000000000000000000e+00,2.893305592038336593e-01,6.905020118570359688e-02,0.000000000000000000e+00
5.817146588637784888e-01,1.000000000000000000e+00,9.999999999999998890e-01,7.991760692949689826e-01,8.934234806488272618e-01,5.620358388959627582e-01,9.391609308786748045e-01,7.296704924040795515e-01,3.718805398428507436e-01,9.671215118835183588e-01,5.630792772386956635e-01,2.276747300579476940e-01,1.000000000000000000e+00,4.230319295865208051e-01,9.039781713203454139e-02,6.928908094388348538e-01,5.030590890180732799e-01,6.218220548136779158e-01,7.077535199819706691e-01,3.113153468768130594e-01,3.631994913582305973e-01,7.076285980293275379e-01,1.872615758035247602e-01,1.560494412777493345e-01,7.007040887578557253e-01,7.394556289471165833e-02,0.000000000000000000e+00,5.283734469037830728e-01,4.917830750252871752e-01,6.576275735776757614e-01,4.787925935367551844e-01,2.682667980975339539e-01,4.210073502155078362e-01,4.416180371597779875e-01,1.255285340098872826e-01,2.172108587744784325e-01,4.077778116444807921e-01,0.000000000000000000e+00,6.845841269289254516e-02,3.892711208154611136e-01,5.304559376099937662e-01,6.431566883344226326e-01,3.085796212347924339e-01,3.221601551511543704e-01,3.821909224845840836e-01,2.587454603223862115e-01,1.860430906226849812e-01,1.796137540192831450e-01,2.196201818457228505e-01,6.220507785408357915e-02,4.446842124426053644e-02,2.685990545648007100e-01,6.099066016289751424e-01,5.925703859795836692e-01,1.470989474228669991e-01,4.747881187642728484e-01,3.219714596481972890e-01,6.792660038644982023e-02,3.824152732837486912e-01,1.682568337701423333e-01,0.000000000000000000e+00,2.883409217491159637e-01,7.462513311032092922e-02,0.000000000000000000e+00
5.808344436836150315e-01,9.999999999999998890e-01,1.000000000000000000e+00,7.966052327381576426e-01,8.922339656057426405e-01,5.561421909028825272e-01,9.341705588115694070e-01,7.278106345056961635e-01,3.698599644644772200e-01,9.624845776128205799e-01,5.620364622522234788e-01,2.285659174004385230e-01,1.000000000000000000e+00,4.258509817336005865e-01,9.465019733788704315e-02,6.914912771336134689e-01,5.045029747421209132e-01,6.296103097127130344e-01,7.086017393646306672e-01,3.125910413002198629e-01,3.682841164780191745e-01,7.080337543405872403e-01,1.885623108550658067e-01,1.582208026534064338e-01,6.991548017890489852e-01,7.671693920353483964e-02,0.000000000000000000e+00,5.294545507461356770e-01,4.934250313921374476e-01,6.617069931642487468e-01,4.816481821303226774e-01,2.678938259771244113e-01,4.181627031861772092e-01,4.437121413093150224e-01,1.244883589156438042e-01,2.069462872430888334e-01,4.069612697271720592e-01,0.000000000000000000e+00,5.526466518148076545e-02,3.919883160006278899e-01,5.318901665859688821e-01,6.418047853383123114e-01,3.117809310173065285e-01,3.253926555010530075e-01,3.706830176553501666e-01,2.622669116155016411e-01,1.897741099101126760e-01,1.605083387565310327e-01,2.223758381619180824e-01,6.693174899168841119e-02,2.327024264036403611e-02,2.705430008434310807e-01,6.109185781366347490e-01,5.850695218214299054e-01,1.473281316930674656e-01,4.752315368807115137e-01,3.056392390894185906e-01,6.782200841490948484e-02,3.835482436091389724e-01,1.483000229627499111e-01,0.000000000000000000e+00,2.903292324117384693e-01,5.421318024467158825e-02,0.000000000000000000e+00
5.828289527751637777e-01,9.999999999999998890e-01,9.999999999999998890e-01,7.987582341645338424e-01,8.934251284748039312e-01,5.650156884958936754e-01,9.416411727325444403e-01,7.295381958197991734e-01,3.779065950268787333e-01,9.672649783373903354e-01,5.652816155524628128e-01,2.361679201187651955e-01,1.000000000000000000e+00,4.285690016807607305e-01,1.021788281689459676e-01,6.985905124367568497e-01,5.067980826014021334e-01,6.218962450755805005e-01,7.134956379618278000e-01,3.154523294016656765e-01,3.608346340410270026e-01,7.111058637784730685e-01,1.918480830184327024e-01,1.544663543470383704e-01,7.015585735434890502e-01,7.936396663408362695e-02,0.000000000000000000e+00,5.335046433106347408e-01,4.947081904833444677e-01,6.519147105184228685e-01,4.851637457158037847e-01,2.680843212051494673e-01,4.095107564335427330e-01,4.460953478923661564e-01,1.252118348434526629e-01,2.030982260027779374e-01,4.097723082051691890e-01,0.000000000000000000e+00,5.508704257864893705e-02,3.943666797464149276e-01,5.321065610557921266e-01,6.320836514786973837e-01,3.137995974215535000e-01,3.268477506732995197e-01,3.653790020009700656e-01,2.640159920178808406e-01,1.898770384410489731e-01,1.614940665248321139e-01,2.248850892027256521e-01,6.560365005526036519e-02,2.780461400510647607e-02,2.718119849849118808e-01,6.100801020849629941e-01,5.764191880321962724e-01,1.473309789786454438e-01,4.740292106554914175e-01,3.061736106402030977e-01,6.744126556403218231e-02,3.822173197406305567e-01,1.566223857133068886e-01,0.000000000000000000e+00,2.889359465263589000e-01,6.667886398163425099e-02,0.000000000000000000e+00
5.843987941740618197e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.996491797848350735e-01,8.923792978198006320e-01,5.629360029915870811e-01,9.420688630982287926e-01,7.273617547056168142e-01,3.737340660284710347e-01,9.685170894737278324e-01,5.617656100695709309e-01,2.318854298044029649e-01,1.000000000000000000e+00,4.242060931317050976e-01,9.833134574729041066e-02,6.961701702424143434e-01,5.060658705733618312e-01,6.139868799882046702e-01,7.115659174668031994e-01,3.126006070145324056e-01,3.555996106135671520e-01,7.079499201020027499e-01,1.875326781617345784e-01,1.519789803123821059e-01,6.973651703950856096e-01,7.451616610706690569e-02,0.000000000000000000e+00,5.301442605294641730e-01,4.941057849657291001e-01,6.484529329717869661e-01,4.819829322703705898e-01,2.672379814885397220e-01,4.109128000894303190e-01,4.427679127423194139e-01,1.242177911008915947e-01,2.076841850825568159e-01,4.062468482622763055e-01,0.000000000000000000e+00,6.170146858289260461e-02,3.901310012556060691e-01,5.314188766314762447e-01,6.345161194885946543e-01,3.103454258281033162e-01,3.248161537435676482e-01,3.750217107437758823e-01,2.605724897363228543e-01,1.883416554443807511e-01,1.759741486529913246e-01,2.210218245982198404e-01,6.452338710730209925e-02,4.426818738981241896e-02,2.678944680236834408e-01,6.100068063238657246e-01,5.846940937842666219e-01,1.456706574027553103e-01,4.735961989023362850e-01,3.199829497161934544e-01,6.676062893186518465e-02,3.821715270406109699e-01,1.748438778078175160e-01,0.000000000000000000e+00,2.895969217702789589e-01,8.806345476741039846e-02,0.000000000000000000e+00
5.865992589867088380e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.021421525047942591e-01,8.940558449147797404e-01,5.645213281545167217e-01,9.460789374790532502e-01,7.281538049245743771e-01,3.816020450656669727e-01,9.679769634992865246e-01,5.588190541795685640e-01,2.456228082020343040e-01,9.999999999999997780e-01,4.209083365847234859e-01,1.170300507943055068e-01,6.929890146084620728e-01,5.016755275361277633e-01,6.255205239372012560e-01,7.071750236806890744e-01,3.110618994073617305e-01,3.637586343046148585e-01,7.036344112695365194e-01,1.875024238333086180e-01,1.552836156771491005e-01,6.917410578691145506e-01,7.505543735264497140e-02,0.000000000000000000e+00,5.272292704176508860e-01,4.904795920654005936e-01,6.599688842285640344e-01,4.788125678921495432e-01,2.668722588939460572e-01,4.226721621270836948e-01,4.397639714912446873e-01,1.247990456722334329e-01,2.192447223115108201e-01,4.020751236234769710e-01,0.000000000000000000e+00,7.287658680404818234e-02,3.897212065106245849e-01,5.280082572518278727e-01,6.448634323592354889e-01,3.092036289833621776e-01,3.229068849963616650e-01,3.870035715795812070e-01,2.576622996264907872e-01,1.873018660165318705e-01,1.876026870666276380e-01,2.158657962613037551e-01,6.550883411136465551e-02,5.592569341422404250e-02,2.711463763406063432e-01,6.064284101198609278e-01,5.931878460154591526e-01,1.485692151731028421e-01,4.726049789705919491e-01,3.276252873021464618e-01,6.890335714914286314e-02,3.820326596125569463e-01,1.811718664061816586e-01,0.000000000000000000e+00,2.916791119954755818e-01,9.510592539632978237e-02,0.000000000000000000e+00
5.428359228584520579e-01,1.000000000000000222e+00,1.000000000000000000e+00,3.253360758645671424e-01,9.341466876907829064e-01,7.267457061730515644e-01,1.426546312883445466e-01,8.050835427693139312e-01,5.237945553825036349e-01,3.598993302467468069e-02,6.679663083500633203e-01,3.520109268211754072e-01,0.000000000000000000e+00,5.248078683372170428e-01,1.804347750724230037e-01,3.152571081678798848e-01,5.418871605971913308e-01,5.596712222923247992e-01,2.999279630668048036e-01,3.147726481894792538e-01,3.127889663481546734e-01,2.946918456838214517e-01,1.772072076481927549e-01,1.517597686036655791e-01,3.042460437580949417e-01,6.228043273811589842e-02,3.905570250242706987e-02,4.734182889450186948e-01,5.476170055276627924e-01,5.219315558984317649e-01,5.039376330532912007e-01,2.939461739776123572e-01,2.956562149778907411e-01,5.228694518742011965e-01,1.338653989768727737e-01,1.494031223593657032e-01,5.460151418159924219e-01,0.000000000000000000e+00,4.768095401775540587e-02,6.189982317455431371e-01,6.061643026595906480e-01,4.591849855172835948e-01,6.861476533824273361e-01,3.679348743309629466e-01,2.094440257357005342e-01,7.294086851233396729e-01,2.184972921412187130e-01,8.883141477615263959e-02,7.672313832910706566e-01,7.676200233637553438e-02,1.197598907652552835e-02,7.495045910105186948e-01,7.073509847658867589e-01,3.817928795494474059e-01,8.637608737724358221e-01,5.608331270719693062e-01,1.341914973935925959e-01,9.397685224240799329e-01,4.558209439953044839e-01,4.635555653700340617e-02,1.000000000000000000e+00,3.547117296138042608e-01,0.000000000000000000e+00,0.000000000000000000e+00
